Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Label
-0.560583,-0.300767,-0.163877,-0.531251,0.008579,0.300778,0.207204,0.15925,-0.010513,-0.746207,-0.860656,-0.982045,-1.171197,-1.286741,-1.301551,-1.471949,-1.502913,1.350308,-0.831067,-0.966008,-1.137108,-1.354876,-1.356825,-1.25901,-1.530554,-1.559389,Actin
-0.555959,-0.44843,-0.460044,-0.664495,-0.304717,-0.056438,0.151682,0.436451,0.124818,-0.739906,-0.891266,-1.013117,-1.169413,-1.281064,-1.266056,-1.443154,-1.516285,1.345066,-0.811736,-1.022094,-1.190186,-1.397467,-1.341607,-1.173206,-1.437342,-1.460874,Actin
-0.555254,-0.413308,-0.346603,-0.634776,-0.333049,-0.019156,-0.136483,0.02785,0.243428,-0.737502,-0.898642,-1.042233,-1.247039,-1.398466,-1.525324,-1.648954,-1.719606,1.507161,-0.788632,-0.977539,-1.154291,-1.357815,-1.312951,-1.176455,-1.42262,-1.503259,Actin
-0.555192,-0.256698,-0.47034,-0.848907,-0.900101,-0.680547,-0.684609,-0.728627,0.782386,-0.51283,-0.589208,-0.56508,-0.703361,-0.526715,-0.231519,-0.309212,-0.388642,0.45112,-0.422633,-0.4185,-0.301268,-0.447119,0.046947,0.366422,0.098041,0.138949,Microtubules
-0.553664,-0.486059,-0.496454,-0.473652,-0.285282,-0.304685,-0.176012,-0.425807,0.388976,-0.341413,-0.34519,-0.327895,-0.379374,-0.24829,-0.141707,-0.304301,-0.369176,0.312058,-0.453565,-0.52029,-0.595666,-0.75621,-0.858849,-0.998713,-1.279318,-1.421578,Mitochondria
-0.552681,-0.560792,-0.147032,-0.605122,-0.079174,0.183685,0.198815,0.376503,0.008461,-0.723875,-0.858642,-0.980447,-1.077958,-1.050009,-0.869773,-1.084894,-1.011999,1.035218,-0.767947,-0.978821,-1.161525,-1.315059,-1.208512,-1.012407,-1.386986,-1.359629,Actin
-0.551034,-0.516317,-0.074815,-0.74894,-0.675973,-0.368325,-0.441003,-0.553436,0.562016,-0.659306,-0.716933,-0.787055,-0.862963,-0.625865,-0.297461,-0.567678,-0.585304,0.622617,-0.642453,-0.551301,-0.621003,-0.583803,-0.07839,0.219084,-0.153224,-0.120175,Microtubules
-0.550719,-0.582429,-0.681897,-1.056479,-1.284748,-1.130718,-1.203072,-1.347615,1.234378,-0.587199,-0.554405,-0.59122,-0.706247,-0.494578,-0.292067,-0.311343,-0.430496,0.47091,-0.46333,-0.317014,-0.281465,-0.312619,0.262374,0.496067,0.267416,0.301534,Microtubules
-0.549703,-0.522469,-0.64836,-0.72341,-0.65182,-0.678385,-0.624058,-0.491328,0.679633,-0.4096,-0.449191,-0.523371,-0.700985,-0.83364,-0.981537,-0.904922,-0.857581,0.835775,-0.436098,-0.516541,-0.64311,-0.820863,-1.023952,-1.149105,-1.250359,-1.309054,Mitochondria
-0.548946,-0.367847,-0.540506,0.05819,1.14406,1.162304,0.184604,0.260113,-0.490833,0.104444,0.219086,0.184104,0.503635,0.928581,1.11421,0.796286,0.685492,-0.735088,0.015964,0.085416,-0.019818,0.240271,0.520092,0.520675,0.200684,0.190328,Lysosome
-0.5388,-0.335977,-0.310391,-0.913997,-0.915237,-0.798027,-0.701952,-0.773439,0.824884,-0.578507,-0.6013,-0.611967,-0.69464,-0.434349,-0.249315,-0.28602,-0.338093,0.429182,-0.466539,-0.322966,-0.210125,-0.169396,0.381832,0.625837,0.538903,0.616683,Microtubules
-0.532657,-0.715486,-0.642249,-0.747961,-0.840335,-0.707477,-0.437956,-0.500984,0.704234,-0.72519,-0.878929,-1.008822,-1.238641,-1.538122,-1.742397,-1.748057,-1.820917,1.603085,-0.766356,-0.964421,-1.124478,-1.378385,-1.596544,-1.664473,-1.801646,-1.895699,Actin
-0.532295,-0.313171,-0.249505,-0.753092,-0.758611,-0.832819,-0.519015,-0.398398,0.661282,-0.534459,-0.622133,-0.623644,-0.709975,-0.52563,-0.195142,-0.264066,-0.292844,0.420204,-0.422817,-0.464911,-0.264301,-0.347344,0.203945,0.561368,0.294991,0.441726,Microtubules
-0.529811,-0.388598,-0.418821,0.315769,0.98882,1.379428,0.852212,0.674559,-0.757443,-0.420959,-0.40958,-0.306677,0.689965,1.348529,1.724811,0.850583,0.623847,-0.826276,-0.492895,-0.494691,-0.430269,0.700758,1.347878,1.637535,1.088457,0.758838,Late_Endosomes
-0.52817,-0.322819,-0.815881,0.135647,0.545845,0.549739,-0.221887,-0.513674,-0.00629,0.195994,0.115062,0.378449,0.719669,0.995194,0.950672,0.649014,0.546738,-0.694304,0.200703,0.10612,0.438969,0.883676,1.004242,1.033728,0.838327,0.515893,Lysosome
-0.525065,-0.372366,-0.255148,-0.657552,-0.522036,-0.278535,0.012402,0.09076,0.290956,-0.619398,-0.58841,-0.594235,-0.747689,-0.417292,-0.297842,-0.297348,-0.37004,0.450997,-0.544846,-0.450755,-0.396715,-0.460581,0.261877,0.388314,0.292349,0.464893,Microtubules
-0.524675,-0.439227,-0.514109,-0.86389,-1.418119,-1.698604,-1.57216,-1.67583,1.465206,-0.498595,-0.51721,-0.626745,-0.727928,-0.976321,-1.110804,-1.053297,-1.085099,0.981406,-0.337001,-0.266625,-0.334734,-0.416947,-0.690276,-0.784328,-0.398835,-0.290325,Peroxisomes
-0.524289,0.132855,-0.160428,0.846514,1.02584,0.814707,0.625215,-0.090408,-0.56591,-0.392302,-0.172871,0.024253,0.661025,0.798732,1.019133,0.608705,0.509328,-0.587978,-0.459941,-0.226231,0.006968,0.739641,0.928674,1.203921,0.860012,0.81122,Late_Endosomes
-0.523885,-0.990025,-0.896855,0.017806,0.390006,0.389965,-0.214478,-0.149879,0.033728,0.165898,0.320315,0.472934,0.493846,0.465396,0.585792,0.557381,0.548835,-0.527665,0.262318,0.476184,0.72756,0.821972,1.002768,1.131598,0.99887,0.918155,Late_Endosomes
-0.519703,-0.368066,-0.395439,-0.88951,-0.72926,-0.348387,-0.240504,0.01785,0.449018,-0.707702,-0.826574,-0.959539,-1.175171,-1.344437,-1.330856,-1.298498,-1.248158,1.263184,-0.715905,-0.872735,-1.027682,-1.260127,-1.159588,-0.970068,-1.076201,-1.085294,Actin
-0.51967,-0.559896,-0.597471,-0.85274,-1.375317,-1.63915,-1.519685,-1.743087,1.459581,-0.461882,-0.41682,-0.482304,-0.505476,-0.668146,-0.807282,-0.740399,-0.782716,0.706252,-0.148836,0.057799,0.140368,0.14325,0.183792,0.10379,0.564135,0.68224,Peroxisomes
-0.516269,-0.696651,-0.55638,-0.929163,-1.410315,-1.653106,-1.68306,-1.579474,1.476798,-0.623726,-0.710633,-0.77792,-0.917362,-1.177265,-1.32939,-1.325691,-1.427282,1.233869,-0.704834,-0.84447,-0.961129,-1.182336,-1.525058,-1.656068,-1.562353,-1.627959,Peroxisomes
-0.515517,-0.422085,-0.283949,-0.517859,-0.232115,-0.07439,0.394251,0.510932,0.020436,-0.702173,-0.868524,-0.991326,-1.171704,-1.174127,-1.255073,-1.334724,-1.42788,1.281208,-0.806051,-1.036818,-1.255284,-1.534712,-1.66549,-1.780575,-1.990798,-2.159677,Actin
-0.513391,-0.583154,-0.923694,-1.083015,-1.426178,-1.661152,-1.410735,-1.301597,1.421362,-0.490096,-0.612329,-0.545002,-0.631607,-0.729516,-0.785339,-0.828164,-0.990638,0.811687,0.04111,0.266068,0.59745,0.760597,0.981895,1.209779,1.897971,2.077683,Peroxisomes
-0.509138,-0.63624,-0.701498,-0.980248,-1.610836,-1.846806,-1.808146,-1.74149,1.627632,-0.412166,-0.438626,-0.481141,-0.626228,-0.858084,-0.963887,-0.800084,-0.817927,0.794388,-0.168478,-0.115006,-0.087279,-0.261535,-0.503505,-0.489321,-0.168934,-0.083247,Peroxisomes
-0.50896,-0.777602,-0.786465,0.194041,0.416788,0.854564,0.462152,0.090197,-0.28238,-0.473114,-0.248854,-0.308566,0.143734,0.491445,0.340711,0.160824,0.070977,-0.139986,-0.501473,-0.238528,-0.277449,0.278046,0.703461,0.664063,0.397177,0.23551,Late_Endosomes
-0.508419,-0.04394,-0.682054,0.838913,1.593483,1.633408,0.977307,0.821525,-1.057949,0.302649,0.277119,0.330877,0.549722,1.225121,1.373029,1.011216,1.096746,-0.993148,0.22294,0.155177,0.152412,0.334506,0.792267,0.796036,0.629591,0.614792,Lysosome
-0.506321,-0.270932,-0.485249,-0.891139,-1.073038,-1.111776,-1.022025,-0.96262,1.021873,-0.439445,-0.362309,-0.359096,-0.508898,-0.260104,0.062866,-0.033873,-0.225898,0.216298,-0.24875,-0.098186,0.044352,0.06601,0.580865,0.857683,0.755562,0.787513,Microtubules
-0.504369,-0.482057,-0.395807,-0.844004,-0.765524,-0.642912,-0.575608,-0.486729,0.681561,-0.639825,-0.712558,-0.739432,-0.897291,-0.665455,-0.357134,-0.46863,-0.478606,0.593029,-0.628321,-0.675381,-0.605148,-0.774323,-0.309953,-0.048166,-0.208927,-0.103919,Microtubules
-0.504068,-0.559025,-0.502901,-0.863396,-0.834351,-0.752876,-0.56603,-0.505649,0.735112,-0.62199,-0.702614,-0.741292,-0.896734,-0.87619,-0.833793,-0.78512,-0.724769,0.823649,-0.548646,-0.601331,-0.540814,-0.635127,-0.42706,-0.38851,-0.46205,-0.373099,Microtubules
-0.503325,-0.238904,-0.510528,-0.849227,-0.79271,-0.773699,-0.579051,-0.706712,0.76035,-0.659351,-0.703222,-0.735114,-0.860401,-0.785272,-0.640876,-0.643773,-0.725725,0.748527,-0.667966,-0.658677,-0.649361,-0.745226,-0.487998,-0.370322,-0.492516,-0.552973,Microtubules
-0.501311,-0.727101,-0.872955,-1.060989,-0.803443,-0.882936,-1.205831,-1.257793,1.090714,-0.324674,-0.259957,-0.372516,-0.404965,-0.392561,-0.404737,-0.529567,-0.542745,0.464204,-0.317805,-0.18824,-0.343816,-0.302415,-0.02001,-0.01519,-0.347723,-0.384727,Mitochondria
-0.499849,-0.651586,-0.90987,0.082219,1.064088,1.295712,0.460414,0.509209,-0.569481,0.128372,0.067376,0.251228,0.737537,1.109174,1.464721,0.916475,0.765202,-0.889505,0.051962,-0.074273,0.08604,0.514999,0.668653,0.829012,0.396115,0.146587,Lysosome
-0.499458,-0.494558,-0.757921,0.061437,1.021436,1.158084,0.437569,0.290531,-0.496119,-0.186031,-0.437779,-0.148888,0.381597,1.10136,1.229481,0.525448,0.520201,-0.602376,-0.192765,-0.484532,-0.137179,0.530063,1.460464,1.578881,0.857934,0.838879,Late_Endosomes
-0.491057,-0.72979,-0.567808,-0.848852,-0.42096,-0.426227,-0.61615,-0.473541,0.597783,-0.372643,-0.396631,-0.459232,-0.523749,-0.493975,-0.479249,-0.493357,-0.577451,0.523997,-0.470613,-0.545281,-0.675613,-0.821397,-0.914844,-1.070041,-1.244689,-1.397055,Mitochondria
-0.489971,-0.854936,-0.787066,0.136132,0.401839,0.938686,-0.146171,-0.286289,-0.103049,-0.499556,-0.63066,-0.489983,-0.07265,0.279717,0.324414,0.031096,-0.041315,0.00752,-0.554655,-0.759158,-0.59527,-0.097587,0.368419,0.36226,0.088588,-0.002602,Late_Endosomes
-0.488673,-0.444094,-0.440795,-0.583068,-0.233313,0.279654,0.551937,0.517446,-0.062152,-0.573897,-0.700918,-0.804302,-0.926991,-0.953756,-0.801555,-1.003255,-1.031671,0.953541,-0.556169,-0.688879,-0.731357,-0.741763,-0.337698,-0.118236,-0.51258,-0.507289,Actin
-0.484971,-0.651345,-0.424162,-0.740744,-0.83167,-1.374503,-0.93819,-0.806879,0.974996,-0.523463,-0.513844,-0.467421,-0.452042,-0.53143,-0.422322,-0.558735,-0.545199,0.527747,-0.179021,-0.186441,0.07209,0.264288,0.249731,0.492643,0.45126,0.592917,Peroxisomes
-0.483174,-0.215488,-0.441908,0.632749,1.302768,1.207612,1.014287,0.724672,-0.874522,-0.476425,-0.385586,-0.27877,0.699214,1.267513,1.290328,0.580312,0.387335,-0.634059,-0.526544,-0.394393,-0.221996,0.962693,1.606897,1.768751,1.331731,1.061712,Late_Endosomes
-0.480272,-0.374611,-0.228908,-0.625428,-0.272101,0.149607,-0.085636,0.104213,0.156532,-0.688381,-0.798775,-0.94869,-1.065838,-1.062298,-0.923314,-1.174508,-1.138445,1.085952,-0.693326,-0.826123,-1.019038,-1.165947,-0.897076,-0.641641,-1.015257,-1.078094,Actin
-0.479242,-0.319149,-0.339401,-0.646521,-0.518591,-0.337819,0.037416,0.057115,0.306629,-0.654235,-0.733872,-0.819793,-0.942456,-1.003044,-0.972384,-1.000945,-0.979259,0.983965,-0.646928,-0.723333,-0.811264,-0.935726,-0.85836,-0.752642,-0.845627,-0.773737,Actin
-0.47824,-0.522676,-0.603258,-0.918049,-1.361057,-1.601324,-1.742286,-1.810921,1.50813,-0.50837,-0.634758,-0.5705,-0.691739,-0.80231,-0.788863,-0.818759,-0.955839,0.823676,-0.2447,-0.191057,0.038187,0.0074,-0.039889,-0.020159,0.193828,-0.077581,Peroxisomes
-0.477191,-0.309842,-0.233114,-0.192218,-0.407351,-0.370861,-0.161167,-0.423474,0.35029,-0.473568,-0.55146,-0.481815,-0.552074,-0.729767,-0.652086,-0.568103,-0.50157,0.599871,-0.518978,-0.613246,-0.598712,-0.700288,-0.888481,-0.750132,-0.55503,-0.566828,Endoplasmic_Reticulum
-0.475902,-0.028516,-0.138476,-0.262457,-0.332757,-0.239124,-0.225331,-0.240092,0.270168,-0.268069,-0.215932,-0.209772,-0.272245,-0.16823,-0.173823,0.06592,0.178181,0.068067,-0.32682,-0.30639,-0.340887,-0.493134,-0.449812,-0.414257,-0.097554,-0.070186,Endoplasmic_Reticulum
-0.474387,-0.506307,-0.326239,-0.59474,-0.525249,-0.421856,-0.802522,-0.796097,0.649138,-0.258081,-0.198615,-0.294738,-0.328762,-0.213489,-0.204101,-0.086344,0.031073,0.156902,-0.329387,-0.299528,-0.461908,-0.516986,-0.441474,-0.379197,-0.298028,-0.207853,Endoplasmic_Reticulum
-0.474058,-0.565241,-0.158331,-0.433295,0.051029,0.693945,0.818337,0.649913,-0.316985,-0.671314,-0.754595,-0.911232,-1.056849,-1.184977,-1.267644,-1.316987,-1.37071,1.239972,-0.713062,-0.821505,-0.991456,-1.070169,-0.950967,-0.82571,-1.036275,-1.07798,Actin
-0.471993,-0.37004,-0.856693,-0.087979,0.267165,0.346996,-0.440302,-0.472282,0.156206,0.108113,0.195893,0.236087,0.132314,0.177403,0.26735,0.415915,0.487401,-0.319133,0.13172,0.116952,0.108371,-0.036037,-0.026427,0.019801,0.106467,0.073703,Lysosome
-0.467779,-0.587314,-0.680571,-0.901026,-1.306033,-1.533163,-1.334951,-1.546498,1.363673,-0.557157,-0.606304,-0.711978,-0.734056,-0.900365,-0.998409,-0.931132,-1.079097,0.941484,-0.429125,-0.39971,-0.413697,-0.380039,-0.581838,-0.515419,-0.210034,-0.192235,Peroxisomes
-0.466048,-0.5496,-0.58086,-0.742088,-0.248906,-0.121035,-0.304414,-0.133026,0.349326,-0.448521,-0.421625,-0.435289,-0.448334,-0.314198,-0.244658,-0.366042,-0.441206,0.393407,-0.480255,-0.491739,-0.543954,-0.505411,-0.253412,-0.193589,-0.462818,-0.565523,Mitochondria
-0.462939,-0.519207,-0.713059,-0.662903,-0.731567,-0.719788,-0.723134,-0.783234,0.775258,-0.333888,-0.316849,-0.403856,-0.612659,-0.691226,-0.805921,-0.781856,-0.661381,0.683273,-0.329606,-0.255212,-0.343362,-0.511324,-0.402213,-0.309083,-0.486355,-0.393418,Mitochondria
-0.462163,-0.047208,-0.178277,-0.465072,0.392178,1.222315,0.75766,0.59695,-0.492406,-0.774624,-0.920721,-1.0828,-1.201787,-1.060479,-1.065898,-1.398284,-1.472889,1.271683,-0.869893,-1.075944,-1.300731,-1.50346,-1.329411,-1.264449,-1.676923,-1.737814,Actin
-0.459157,-0.533627,-0.135705,-0.300582,-0.242532,-0.316249,0.183059,0.402574,0.09248,-0.363648,-0.439315,-0.336662,-0.487828,-0.456501,-0.492347,-0.385828,-0.165285,0.385332,-0.405476,-0.522559,-0.425356,-0.632769,-0.650981,-0.594464,-0.331736,-0.184533,Endoplasmic_Reticulum
-0.456466,-0.17514,-0.169721,-0.289413,-0.313464,-0.149701,-0.084286,-0.259025,0.240211,-0.354519,-0.442726,-0.554998,-0.740894,-0.939811,-1.022417,-0.843732,-0.668919,0.804338,-0.407116,-0.521569,-0.582721,-0.797893,-0.984111,-0.928067,-0.693815,-0.589889,Endoplasmic_Reticulum
-0.453451,-0.107966,-0.273957,-0.399333,-0.367208,-0.223537,0.453857,0.292128,0.079471,-0.396618,-0.325639,-0.373963,-0.43496,-0.493195,-0.460878,-0.186316,-0.255966,0.363257,-0.442484,-0.402464,-0.476579,-0.52799,-0.645873,-0.450606,-0.111593,-0.1788,Endoplasmic_Reticulum
-0.44505,-0.361044,-0.196603,0.081369,0.910878,0.872058,0.44108,0.166739,-0.438883,-0.376365,-0.453711,-0.413144,0.338481,0.942353,1.344452,0.557478,0.400343,-0.540529,-0.376276,-0.431764,-0.416711,0.511378,1.272202,1.778577,0.980573,0.779476,Late_Endosomes
-0.443193,-0.295066,-0.597407,0.334804,0.608382,0.613707,0.081274,-0.059772,-0.230402,0.217769,0.542672,0.526356,0.692103,0.829552,0.968297,0.909821,1.115924,-0.895609,0.129377,0.413051,0.317105,0.392633,0.292983,0.277082,0.280213,0.343032,Lysosome
-0.442369,-0.388823,0.004009,0.486562,1.432364,1.206262,0.344172,0.586585,-0.759384,-0.265542,-0.235699,0.084003,0.712547,0.946371,1.090388,0.762109,0.699749,-0.710302,-0.285148,-0.240868,0.050192,0.848446,1.099366,1.361054,1.223136,1.08496,Late_Endosomes
-0.435827,0.086206,-0.123409,-0.712882,-0.517378,-0.613906,-1.390405,-1.79782,0.977036,-0.345142,-0.190968,0.049569,0.015666,0.643975,1.215501,0.900282,0.803156,-0.650208,-0.374561,-0.264454,-0.023448,-0.107615,0.416821,0.618652,0.048137,-0.064691,Actin
-0.435116,-1.089072,-0.849123,-1.106093,-1.21804,-1.230677,-2.29805,-1.921817,1.589867,-0.224765,-0.150095,-0.069799,0.623073,0.852669,0.616435,0.082158,-0.093456,-0.275243,-0.240827,-0.155724,-0.085848,0.702854,1.03221,0.683102,0.021974,-0.298753,Lysosome
-0.434731,-0.322395,-0.730022,-0.85391,-1.379369,-1.540684,-1.332031,-1.179833,1.283225,-0.423575,-0.559959,-0.488722,-0.557462,-0.777504,-0.816694,-0.823767,-1.001837,0.807431,-0.225402,-0.383252,-0.168637,-0.24318,-0.551444,-0.512372,-0.367206,-0.332422,Peroxisomes
-0.433414,-0.425529,-0.502583,-0.801352,-1.541402,-1.903862,-1.804703,-2.064404,1.641165,-0.351762,-0.461649,-0.490279,-0.449849,-0.480194,-0.672579,-0.568811,-0.647661,0.582189,0.019247,0.197968,0.268091,0.63799,0.77344,0.890934,1.636417,1.823446,Peroxisomes
-0.431744,-0.330779,-0.255015,-0.628821,-0.665922,-0.356676,-0.189219,-0.103569,0.401276,-0.703599,-0.847483,-1.00584,-1.187822,-1.375786,-1.525513,-1.56925,-1.624678,1.451296,-0.766981,-0.940827,-1.14372,-1.355817,-1.425363,-1.439024,-1.542628,-1.569207,Actin
-0.430968,-0.478433,-0.386663,-0.828079,-1.369363,-1.629551,-1.534547,-1.57457,1.397342,-0.583619,-0.680106,-0.7699,-0.972835,-1.280599,-1.468643,-1.382888,-1.410945,1.281988,-0.642857,-0.80117,-0.928556,-1.234418,-1.664693,-1.877575,-1.857429,-1.854405,Peroxisomes
-0.430704,-0.579554,-0.549429,0.174558,0.469499,0.778795,0.230876,0.288198,-0.305124,-0.438059,-0.31163,-0.162052,0.468833,0.884491,0.957525,0.431706,0.403308,-0.484335,-0.461966,-0.361111,-0.197521,0.520934,0.943072,0.967519,0.5582,0.461025,Late_Endosomes
-0.430695,-0.503256,-0.441258,-0.464843,-0.60075,-0.811099,-0.432614,-0.496232,0.608085,-0.30393,-0.341908,-0.285428,-0.410752,-0.510781,-0.574359,-0.423007,-0.354425,0.440924,-0.36916,-0.40812,-0.401557,-0.618703,-0.807466,-0.774484,-0.545453,-0.524876,Endoplasmic_Reticulum
-0.427731,-0.527658,-0.723231,-0.975849,-1.401141,-1.549916,-1.605141,-1.560593,1.444361,-0.433483,-0.4001,-0.413075,-0.417019,-0.591696,-0.640309,-0.703272,-0.885743,0.667904,-0.08867,0.265603,0.634267,0.804944,0.79856,0.949864,1.280065,1.254749,Peroxisomes
-0.42752,-0.545309,-0.610612,-0.875698,-1.42611,-1.637151,-1.509221,-1.497445,1.415523,-0.393642,-0.352371,-0.396038,-0.413374,-0.483386,-0.491334,-0.406449,-0.4213,0.449409,0.073047,0.390761,0.440545,0.51366,0.567319,0.719451,1.03312,1.333969,Peroxisomes
-0.425794,-0.757728,-0.339489,0.197947,0.615265,1.054285,0.235796,0.148972,-0.373966,-0.365938,-0.48262,-0.270552,0.556496,1.051878,1.139458,0.532111,0.372698,-0.54662,-0.373286,-0.504179,-0.234335,0.862194,1.538159,1.669961,1.094505,0.846979,Late_Endosomes
-0.422477,-0.163674,-0.689653,0.449343,0.971939,1.126975,0.869091,0.533198,-0.687099,-0.311875,-0.346637,-0.203259,0.639185,0.927365,0.994444,0.507034,0.359054,-0.520192,-0.33829,-0.392506,-0.218712,0.756636,1.126291,1.297555,0.874198,0.720477,Late_Endosomes
-0.417007,-0.556364,-0.834594,-1.065837,-1.652941,-2.007275,-2.062326,-2.157851,1.8184,-0.42215,-0.475344,-0.311738,-0.347827,-0.520424,-0.569264,-0.580533,-0.654836,0.552122,0.146661,0.362853,1.136166,1.216542,1.27919,1.43757,1.906735,1.785918,Peroxisomes
-0.416998,-0.818943,-0.67482,-0.751062,-0.872764,-1.093004,-1.369172,-1.407072,1.148035,0.117536,0.244284,0.447749,0.329153,0.548881,0.695304,1.044282,1.088767,-0.756095,0.080583,0.189111,0.356905,0.177426,0.217705,0.043464,0.120579,0.117997,Plasma_Membrane
-0.415046,-0.100523,-0.1339,-0.329322,-0.060555,0.388249,0.157404,0.219437,-0.068004,-0.259555,-0.27094,-0.25562,-0.303195,0.047257,0.068658,0.097994,0.068647,0.026859,-0.321474,-0.341341,-0.314456,-0.49908,-0.164133,-0.259209,-0.404155,-0.430755,Mitochondria
-0.410535,-0.51308,-0.490511,-0.844599,-0.343961,-0.011949,0.001481,0.031727,0.263111,-0.658899,-0.752612,-0.890123,-1.034859,-1.065851,-1.036981,-1.191484,-1.187224,1.109286,-0.701245,-0.799079,-0.945688,-1.089996,-0.821773,-0.657525,-1.043244,-1.044587,Actin
-0.409773,-1.099554,-0.54785,0.113273,0.716184,1.284665,0.068894,0.047811,-0.349663,-0.397119,-0.20116,-0.267514,0.12671,0.423059,0.434209,0.268957,0.109887,-0.181878,-0.465615,-0.302511,-0.383821,0.033391,0.288355,0.305476,0.129253,-0.150346,Late_Endosomes
-0.409067,-0.338618,-0.38171,-0.608607,-0.46332,-0.307207,0.045121,0.277171,0.237164,-0.688047,-0.802139,-0.929729,-1.109468,-1.24631,-1.38072,-1.424672,-1.484914,1.327658,-0.714684,-0.839277,-0.949986,-1.17158,-1.211683,-1.264061,-1.345982,-1.399516,Actin
-0.400488,-0.3834,-0.664476,0.261866,0.507844,1.209047,0.461975,0.209954,-0.44278,-0.111691,-0.208099,-0.157296,0.545649,0.914855,1.063415,0.702268,0.509708,-0.611053,-0.079846,-0.268122,-0.181638,0.67492,1.144249,1.424871,1.165456,0.995033,Late_Endosomes
-0.399711,-0.508009,-0.201508,0.137193,0.404528,0.747076,-0.571498,-0.627652,0.021031,-0.103509,0.082405,0.120072,0.323741,0.453396,0.709681,0.383535,0.682353,-0.478013,-0.053029,0.220368,0.258877,0.510753,0.76983,1.043235,0.572442,0.863312,Late_Endosomes
-0.39577,-0.520413,-0.321047,-0.575101,-1.058291,-1.321398,-1.079378,-1.090726,1.04891,-0.51124,-0.536931,-0.618707,-0.755348,-0.886148,-1.068174,-0.908172,-0.942576,0.902616,-0.455266,-0.401451,-0.457506,-0.652309,-0.814793,-0.9196,-0.580934,-0.49859,Peroxisomes
-0.391155,-0.5301,-0.812045,-0.042033,0.109147,0.028557,-0.19516,-0.393706,0.191676,0.775276,0.604921,0.55029,0.288387,0.346377,0.272024,0.669508,0.958557,-0.600542,0.682373,0.458329,0.341411,0.009002,-0.128357,-0.157609,0.430896,0.643008,Lysosome
-0.38989,-0.396269,-0.382866,-0.862326,-1.018703,-0.899513,-1.02708,-1.156466,0.998448,-0.469157,-0.462815,-0.368826,-0.516277,-0.249265,-0.002323,-0.02341,-0.205406,0.226754,-0.369075,-0.1455,-0.015381,-0.119311,0.463021,0.631044,0.38931,0.318156,Microtubules
-0.387035,-0.437299,-0.451506,0.69504,1.239692,1.120691,0.497361,0.298119,-0.667302,0.133133,0.328773,0.323775,1.139205,1.56242,1.216189,0.962955,0.954717,-1.039078,0.042746,0.189138,0.16633,0.91794,1.085365,0.785353,0.937101,0.847387,Lysosome
-0.381978,-0.226305,-0.293462,-0.656262,-1.154934,-1.229635,-0.880112,-0.869637,0.963092,-0.393331,-0.50022,-0.533904,-0.599799,-0.746954,-0.787113,-0.790985,-0.847615,0.757272,-0.328869,-0.409731,-0.403937,-0.444606,-0.653068,-0.581515,-0.364427,-0.133168,Peroxisomes
-0.377867,0.085015,-0.208805,0.295774,0.756028,1.098611,0.298525,0.480434,-0.556841,0.387271,0.457581,0.503976,0.83032,0.931551,1.007809,0.952813,1.223409,-0.969458,0.303656,0.328759,0.303651,0.545939,0.399475,0.34831,0.356958,0.497537,Lysosome
-0.377552,-0.496958,-0.412245,-0.502099,-0.218462,-0.131296,0.036167,0.161795,0.171086,-0.271904,-0.237307,-0.258447,-0.376927,-0.402407,-0.382527,-0.292325,-0.342427,0.352541,-0.277323,-0.250911,-0.319246,-0.435028,-0.513225,-0.398035,-0.221441,-0.315026,Endoplasmic_Reticulum
-0.373531,-0.604179,-0.550554,0.196794,1.178511,1.310343,0.372317,0.60801,-0.650311,-0.038577,-0.19453,0.047618,0.406498,0.551943,0.855983,0.615173,0.510419,-0.508833,-0.107102,-0.301812,-0.105886,0.267689,0.306164,0.578935,0.400717,0.307034,Lysosome
-0.369382,-0.419682,-0.379944,-0.103364,0.715368,1.006226,0.249636,0.145632,-0.351959,-0.194532,-0.106062,0.140768,0.423657,0.73017,0.680959,0.638842,0.655685,-0.554311,-0.20058,-0.16053,0.143662,0.55521,0.814308,0.792813,0.757674,0.714119,Late_Endosomes
-0.369095,-0.163093,-0.007953,-0.048509,-0.05577,0.091844,0.285326,-0.043748,-0.021071,-0.097522,-0.037078,0.070604,-0.066585,0.009384,0.099599,0.269344,0.432491,-0.168165,-0.175751,-0.103172,-0.057143,-0.250958,-0.326968,-0.242499,0.009166,0.040502,Endoplasmic_Reticulum
-0.363912,-0.506286,-0.473729,-0.7277,-0.832704,-0.977713,-1.036077,-0.902964,0.917505,-0.199282,-0.252406,-0.218853,-0.409144,-0.595213,-0.640098,-0.518873,-0.49987,0.504686,-0.178087,-0.241825,-0.230512,-0.417243,-0.594962,-0.613484,-0.568341,-0.518021,Plasma_Membrane
-0.363747,-0.299409,-0.069511,-0.430277,-0.314408,-0.017675,0.120322,0.158502,0.105786,-0.679456,-0.840197,-0.958897,-1.161667,-1.309577,-1.368586,-1.494597,-1.524758,1.368072,-0.778326,-1.004428,-1.20444,-1.516454,-1.786987,-1.903579,-2.219039,-2.373271,Actin
